Elevasi;CH;Jenis_Tana;Sawahkah
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Alluvial""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Alluvial""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Regosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Regosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Alluvial""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Alluvial""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Alluvial""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Alluvial""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""2500 - 3000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Alluvial""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Alluvial""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Alluvial""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Alluvial""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Alluvial""";"""Bukan"""
"""100 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""1000 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Ya"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Regosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Regosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Regosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Mediteran""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Mediteran""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Bukan"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Ya"""
"""500 m DPL""";"""3000 - 3500 mm""";"""Grumosol""";"""Bukan"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Ya"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Ya"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Grumosol""";"""Ya"""
"""1000 m DPL""";"""4000 - 4500 mm""";"""Grumosol""";"""Ya"""
"""1000 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Bukan"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""4000 - 4500 mm""";"""Latosol""";"""Ya"""
"""500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3500 - 4000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Ya"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""2000 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Ya"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Podsol Merah Kuning""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""1500 - 2000 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Bukan"""
"""1000 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Latosol""";"""Ya"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2000 - 2500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""2500 - 3000 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1500 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Andosol""";"""Bukan"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Latosol""";"""Ya"""
"""1000 m DPL""";"""3000 - 3500 mm""";"""Regosol""";"""Bukan"""
